Vehicle_ID,GTA_Make,GTA_Model,Class,Real_World_Make,Real_World_Model,Price,Drivetrain,Shop,Top_Speed_MPH,Lap_Time,Weaponized,HSW,Imani,Bennys,Arena,Notes
142,Progen,Visione,Super,McLaren,Concept 142,3630000,AWD,Legendary Motorsport,131.04,0:54.268,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
143,Overflod,Vigilante,Super,Porsche,Concept 143,3645000,RWD,Legendary Motorsport,132.16,0:55.272,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
144,Benefactor,Scramjet,Super,Ferrari,Concept 144,3660000,AWD,Legendary Motorsport,130.28,0:54.276,FALSE,TRUE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
145,Ocelot,Cyclone,Super,Lamborghini,Concept 145,3675000,RWD,Legendary Motorsport,131.40,0:55.280,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
146,Pfister,Stromberg,Super,McLaren,Concept 146,3690000,AWD,Legendary Motorsport,132.52,0:54.284,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
147,Truffade,Deluxo,Super,Porsche,Concept 147,3705000,RWD,Legendary Motorsport,130.64,0:55.288,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
148,Dewbauchee,Ruiner 2000,Super,Ferrari,Concept 148,3720000,AWD,Legendary Motorsport,131.76,0:54.292,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
149,Lampadati,Rocket Voltic,Super,Lamborghini,Concept 149,3735000,RWD,Legendary Motorsport,132.88,0:55.296,FALSE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
150,Grotti,Taipan,Super,McLaren,Concept 150,3750000,AWD,Legendary Motorsport,130.00,0:54.300,TRUE,FALSE,FALSE,FALSE,FALSE,High-performance super car with advanced aerodynamics
151,Annis,Elegy RH8,Sports,Nissan,Model_151,1555000,RWD,Legendary Motorsport,125.08,0:57.953,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
152,Annis,Elegy Retro Custom,Sports,Nissan,Model_152,1560000,FWD,San Andreas Super Autos,126.16,0:58.956,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
153,Annis,Euros,Sports,Nissan,Model_153,1565000,AWD,Legendary Motorsport,127.24,0:56.959,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
154,Annis,Remus,Sports,Nissan,Model_154,1570000,RWD,San Andreas Super Autos,128.32,0:57.962,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
155,Annis,ZR380,Sports,Nissan,Model_155,1575000,FWD,Legendary Motorsport,124.40,0:58.965,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
156,Annis,Savestra,Sports,Nissan,Model_156,1580000,AWD,San Andreas Super Autos,125.48,0:56.968,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Annis engineering
157,Karin,Calico GTF,Sports,Toyota,Model_157,1585000,RWD,Legendary Motorsport,126.56,0:57.971,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Karin engineering
158,Karin,Sultan RS,Sports,Toyota,Model_158,1590000,FWD,San Andreas Super Autos,127.64,0:58.974,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Karin engineering
159,Karin,Kuruma,Sports,Toyota,Model_159,1595000,AWD,Legendary Motorsport,128.72,0:56.977,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Karin engineering
160,Karin,Futo GTX,Sports,Toyota,Model_160,1600000,RWD,San Andreas Super Autos,124.80,0:57.980,FALSE,FALSE,TRUE,FALSE,FALSE,Sports car with Karin engineering
161,Karin,Previon,Sports,Toyota,Model_161,1605000,FWD,Legendary Motorsport,125.88,0:58.983,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Karin engineering
162,Karin,Jester RR,Sports,Toyota,Model_162,1610000,AWD,San Andreas Super Autos,126.96,0:56.986,FALSE,FALSE,FALSE,TRUE,FALSE,Sports car with Karin engineering
163,Karin,Jester,Sports,Toyota,Model_163,1615000,RWD,Legendary Motorsport,127.04,0:57.989,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Karin engineering
164,Dinka,Jester Classic,Sports,Honda,Model_164,1620000,FWD,San Andreas Super Autos,128.12,0:58.992,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dinka engineering
165,Dinka,Sugoi,Sports,Honda,Model_165,1625000,AWD,Legendary Motorsport,124.20,0:56.995,FALSE,TRUE,FALSE,FALSE,FALSE,Sports car with Dinka engineering
166,Dinka,RT3000,Sports,Honda,Model_166,1630000,RWD,San Andreas Super Autos,125.28,0:57.998,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dinka engineering
167,Dinka,Blista Kanjo,Sports,Honda,Model_167,1635000,FWD,Legendary Motorsport,126.36,0:58.001,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dinka engineering
168,Obey,Tailgater S,Sports,BMW,Model_168,1640000,AWD,San Andreas Super Autos,127.44,0:56.004,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Obey engineering
169,Obey,8F Drafter,Sports,BMW,Model_169,1645000,RWD,Legendary Motorsport,128.52,0:57.007,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Obey engineering
170,Obey,9F,Sports,BMW,Model_170,1650000,FWD,San Andreas Super Autos,124.60,0:58.010,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Obey engineering
171,Obey,9F Cabrio,Sports,BMW,Model_171,1655000,AWD,Legendary Motorsport,125.68,0:56.013,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Obey engineering
172,Benefactor,Surano,Sports,BMW,Model_172,1660000,RWD,San Andreas Super Autos,126.76,0:57.016,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Benefactor engineering
173,Benefactor,Stirling GT,Sports,BMW,Model_173,1665000,FWD,Legendary Motorsport,127.84,0:58.019,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Benefactor engineering
174,Benefactor,Feltzer,Sports,BMW,Model_174,1670000,AWD,San Andreas Super Autos,128.92,0:56.022,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Benefactor engineering
175,Ubermacht,Sentinel,Sports,BMW,Model_175,1675000,RWD,Legendary Motorsport,124.00,0:57.025,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ubermacht engineering
176,Ubermacht,Sentinel Classic,Sports,BMW,Model_176,1680000,FWD,San Andreas Super Autos,125.08,0:58.028,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ubermacht engineering
177,Ubermacht,Zion,Sports,BMW,Model_177,1685000,AWD,Legendary Motorsport,126.16,0:56.031,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ubermacht engineering
178,Ubermacht,Cypher,Sports,BMW,Model_178,1690000,RWD,San Andreas Super Autos,127.24,0:57.034,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ubermacht engineering
179,Ubermacht,SC1,Sports,BMW,Model_179,1695000,FWD,Legendary Motorsport,128.32,0:58.037,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ubermacht engineering
180,Dewbauchee,Rapid GT,Sports,BMW,Model_180,1700000,AWD,San Andreas Super Autos,124.40,0:56.040,FALSE,TRUE,TRUE,TRUE,FALSE,Sports car with Dewbauchee engineering
181,Dewbauchee,Rapid GT Classic,Sports,BMW,Model_181,1705000,RWD,Legendary Motorsport,125.48,0:57.043,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
182,Dewbauchee,Seven-70,Sports,BMW,Model_182,1710000,FWD,San Andreas Super Autos,126.56,0:58.046,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
183,Dewbauchee,Massacro,Sports,BMW,Model_183,1715000,AWD,Legendary Motorsport,127.64,0:56.049,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
184,Dewbauchee,Massacro Racecar,Sports,BMW,Model_184,1720000,RWD,San Andreas Super Autos,128.72,0:57.052,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
185,Dewbauchee,Specter,Sports,BMW,Model_185,1725000,FWD,Legendary Motorsport,124.80,0:58.055,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
186,Dewbauchee,Champion,Sports,BMW,Model_186,1730000,AWD,San Andreas Super Autos,125.88,0:56.058,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Dewbauchee engineering
187,Ocelot,Pariah,Sports,BMW,Model_187,1735000,RWD,Legendary Motorsport,126.96,0:57.061,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ocelot engineering
188,Ocelot,Lynx,Sports,BMW,Model_188,1740000,FWD,San Andreas Super Autos,127.04,0:58.064,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ocelot engineering
189,Ocelot,Jugular,Sports,BMW,Model_189,1745000,AWD,Legendary Motorsport,128.12,0:56.067,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ocelot engineering
190,Ocelot,F620,Sports,BMW,Model_190,1750000,RWD,San Andreas Super Autos,124.20,0:57.070,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Ocelot engineering
191,Lampadati,Komoda,Sports,BMW,Model_191,1755000,FWD,Legendary Motorsport,125.28,0:58.073,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Lampadati engineering
192,Lampadati,Furore GT,Sports,BMW,Model_192,1760000,AWD,San Andreas Super Autos,126.36,0:56.076,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Lampadati engineering
193,Lampadati,Tropos Rallye,Sports,BMW,Model_193,1765000,RWD,Legendary Motorsport,127.44,0:57.079,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Lampadati engineering
194,Lampadati,Viseris,Sports,BMW,Model_194,1770000,FWD,San Andreas Super Autos,128.52,0:58.082,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Lampadati engineering
195,Coil,Cyclone,Sports,BMW,Model_195,1775000,AWD,Legendary Motorsport,124.60,0:56.085,FALSE,TRUE,FALSE,FALSE,FALSE,Sports car with Coil engineering
196,Coil,Raiden,Sports,BMW,Model_196,1780000,RWD,San Andreas Super Autos,125.68,0:57.088,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Coil engineering
197,Coil,Voltic,Sports,BMW,Model_197,1785000,FWD,Legendary Motorsport,126.76,0:58.091,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Coil engineering
198,Vysser,Neo,Sports,BMW,Model_198,1790000,AWD,San Andreas Super Autos,127.84,0:56.094,FALSE,FALSE,FALSE,TRUE,FALSE,Sports car with Vysser engineering
199,Hijak,Khamelion,Sports,BMW,Model_199,1795000,RWD,Legendary Motorsport,128.92,0:57.097,FALSE,FALSE,FALSE,FALSE,FALSE,Sports car with Hijak engineering
200,Vulcar,Warrener HKR,Sports,BMW,Model_200,1800000,FWD,San Andreas Super Autos,124.00,0:58.100,FALSE,FALSE,TRUE,FALSE,FALSE,Sports car with Vulcar engineering
201,Dinka,Comet,Sports,Nissan,Model_201,1504000,RWD,Legendary Motorsport,125.07,0:57.204,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
202,Annis,Carbonizzare,Sports,BMW,Model_202,1508000,AWD,San Andreas Super Autos,126.14,0:58.208,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
203,Obey,Coquette,Sports,Audi,Model_203,1512000,FWD,Legendary Motorsport,127.21,0:59.212,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
204,Pfister,Banshee,Sports,Toyota,Model_204,1516000,RWD,San Andreas Super Autos,122.28,0:57.216,FALSE,FALSE,FALSE,TRUE,FALSE,Performance sports car with racing heritage
205,Dewbauchee,Alpha,Sports,Nissan,Model_205,1520000,AWD,Legendary Motorsport,123.35,0:58.220,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
206,Grotti,Penumbra,Sports,BMW,Model_206,1524000,FWD,San Andreas Super Autos,124.42,0:59.224,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
207,Lampadati,Schwartzer,Sports,Audi,Model_207,1528000,RWD,Legendary Motorsport,125.49,0:57.228,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
208,Karin,Buffalo,Sports,Toyota,Model_208,1532000,AWD,San Andreas Super Autos,126.56,0:58.232,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
209,Dinka,Dominator,Sports,Nissan,Model_209,1536000,FWD,Legendary Motorsport,127.63,0:59.236,FALSE,FALSE,TRUE,FALSE,FALSE,Performance sports car with racing heritage
210,Annis,Ruiner,Sports,BMW,Model_210,1540000,RWD,San Andreas Super Autos,122.70,0:57.240,FALSE,TRUE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
211,Obey,Phoenix,Sports,Audi,Model_211,1544000,AWD,Legendary Motorsport,123.77,0:58.244,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
212,Pfister,Sabre Turbo,Sports,Toyota,Model_212,1548000,FWD,San Andreas Super Autos,124.84,0:59.248,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
213,Dewbauchee,Tornado,Sports,Nissan,Model_213,1552000,RWD,Legendary Motorsport,125.91,0:57.252,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
214,Grotti,Voodoo,Sports,BMW,Model_214,1556000,AWD,San Andreas Super Autos,126.98,0:58.256,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
215,Lampadati,Comet 1,Sports,Audi,Model_215,1560000,FWD,Legendary Motorsport,127.05,0:59.260,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
216,Karin,Carbonizzare 1,Sports,Toyota,Model_216,1564000,RWD,San Andreas Super Autos,122.12,0:57.264,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
217,Dinka,Coquette 1,Sports,Nissan,Model_217,1568000,AWD,Legendary Motorsport,123.19,0:58.268,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
218,Annis,Banshee 1,Sports,BMW,Model_218,1572000,FWD,San Andreas Super Autos,124.26,0:59.272,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
219,Obey,Alpha 1,Sports,Audi,Model_219,1576000,RWD,Legendary Motorsport,125.33,0:57.276,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
220,Pfister,Penumbra 1,Sports,Toyota,Model_220,1580000,AWD,San Andreas Super Autos,126.40,0:58.280,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
221,Dewbauchee,Schwartzer 1,Sports,Nissan,Model_221,1584000,FWD,Legendary Motorsport,127.47,0:59.284,FALSE,FALSE,FALSE,TRUE,FALSE,Performance sports car with racing heritage
222,Grotti,Buffalo 1,Sports,BMW,Model_222,1588000,RWD,San Andreas Super Autos,122.54,0:57.288,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
223,Lampadati,Dominator 1,Sports,Audi,Model_223,1592000,AWD,Legendary Motorsport,123.61,0:58.292,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
224,Karin,Ruiner 1,Sports,Toyota,Model_224,1596000,FWD,San Andreas Super Autos,124.68,0:59.296,FALSE,TRUE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
225,Dinka,Phoenix 1,Sports,Nissan,Model_225,1600000,RWD,Legendary Motorsport,125.75,0:57.300,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
226,Annis,Sabre Turbo 1,Sports,BMW,Model_226,1604000,AWD,San Andreas Super Autos,126.82,0:58.304,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
227,Obey,Tornado 1,Sports,Audi,Model_227,1608000,FWD,Legendary Motorsport,127.89,0:59.308,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
228,Pfister,Voodoo 2,Sports,Toyota,Model_228,1612000,RWD,San Andreas Super Autos,122.96,0:57.312,FALSE,FALSE,TRUE,FALSE,FALSE,Performance sports car with racing heritage
229,Dewbauchee,Comet 2,Sports,Nissan,Model_229,1616000,AWD,Legendary Motorsport,123.03,0:58.316,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
230,Grotti,Carbonizzare 2,Sports,BMW,Model_230,1620000,FWD,San Andreas Super Autos,124.10,0:59.320,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
231,Lampadati,Coquette 2,Sports,Audi,Model_231,1624000,RWD,Legendary Motorsport,125.17,0:57.324,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
232,Karin,Banshee 2,Sports,Toyota,Model_232,1628000,AWD,San Andreas Super Autos,126.24,0:58.328,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
233,Dinka,Alpha 2,Sports,Nissan,Model_233,1632000,FWD,Legendary Motorsport,127.31,0:59.332,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
234,Annis,Penumbra 2,Sports,BMW,Model_234,1636000,RWD,San Andreas Super Autos,122.38,0:57.336,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
235,Obey,Schwartzer 2,Sports,Audi,Model_235,1640000,AWD,Legendary Motorsport,123.45,0:58.340,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
236,Pfister,Buffalo 2,Sports,Toyota,Model_236,1644000,FWD,San Andreas Super Autos,124.52,0:59.344,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
237,Dewbauchee,Dominator 2,Sports,Nissan,Model_237,1648000,RWD,Legendary Motorsport,125.59,0:57.348,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
238,Grotti,Ruiner 2,Sports,BMW,Model_238,1652000,AWD,San Andreas Super Autos,126.66,0:58.352,FALSE,TRUE,FALSE,TRUE,FALSE,Performance sports car with racing heritage
239,Lampadati,Phoenix 2,Sports,Audi,Model_239,1656000,FWD,Legendary Motorsport,127.73,0:59.356,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
240,Karin,Sabre Turbo 2,Sports,Toyota,Model_240,1660000,RWD,San Andreas Super Autos,122.80,0:57.360,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
241,Dinka,Tornado 2,Sports,Nissan,Model_241,1664000,AWD,Legendary Motorsport,123.87,0:58.364,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
242,Annis,Voodoo 3,Sports,BMW,Model_242,1668000,FWD,San Andreas Super Autos,124.94,0:59.368,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
243,Obey,Comet 3,Sports,Audi,Model_243,1672000,RWD,Legendary Motorsport,125.01,0:57.372,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
244,Pfister,Carbonizzare 3,Sports,Toyota,Model_244,1676000,AWD,San Andreas Super Autos,126.08,0:58.376,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
245,Dewbauchee,Coquette 3,Sports,Nissan,Model_245,1680000,FWD,Legendary Motorsport,127.15,0:59.380,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
246,Grotti,Banshee 3,Sports,BMW,Model_246,1684000,RWD,San Andreas Super Autos,122.22,0:57.384,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
247,Lampadati,Alpha 3,Sports,Audi,Model_247,1688000,AWD,Legendary Motorsport,123.29,0:58.388,FALSE,FALSE,TRUE,FALSE,FALSE,Performance sports car with racing heritage
248,Karin,Penumbra 3,Sports,Toyota,Model_248,1692000,FWD,San Andreas Super Autos,124.36,0:59.392,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
249,Dinka,Schwartzer 3,Sports,Nissan,Model_249,1696000,RWD,Legendary Motorsport,125.43,0:57.396,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
250,Annis,Buffalo 3,Sports,BMW,Model_250,1700000,AWD,San Andreas Super Autos,126.50,0:58.400,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
251,Obey,Dominator 3,Sports,Audi,Model_251,1704000,FWD,Legendary Motorsport,127.57,0:59.404,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
252,Pfister,Ruiner 3,Sports,Toyota,Model_252,1708000,RWD,San Andreas Super Autos,122.64,0:57.408,FALSE,TRUE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
253,Dewbauchee,Phoenix 3,Sports,Nissan,Model_253,1712000,AWD,Legendary Motorsport,123.71,0:58.412,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
254,Grotti,Sabre Turbo 3,Sports,BMW,Model_254,1716000,FWD,San Andreas Super Autos,124.78,0:59.416,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
255,Lampadati,Tornado 3,Sports,Audi,Model_255,1720000,RWD,Legendary Motorsport,125.85,0:57.420,FALSE,FALSE,FALSE,TRUE,FALSE,Performance sports car with racing heritage
256,Karin,Voodoo 4,Sports,Toyota,Model_256,1724000,AWD,San Andreas Super Autos,126.92,0:58.424,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
257,Dinka,Comet 4,Sports,Nissan,Model_257,1728000,FWD,Legendary Motorsport,127.99,0:59.428,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
258,Annis,Carbonizzare 4,Sports,BMW,Model_258,1732000,RWD,San Andreas Super Autos,122.06,0:57.432,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
259,Obey,Coquette 4,Sports,Audi,Model_259,1736000,AWD,Legendary Motorsport,123.13,0:58.436,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
260,Pfister,Banshee 4,Sports,Toyota,Model_260,1740000,FWD,San Andreas Super Autos,124.20,0:59.440,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
261,Dewbauchee,Alpha 4,Sports,Nissan,Model_261,1744000,RWD,Legendary Motorsport,125.27,0:57.444,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
262,Grotti,Penumbra 4,Sports,BMW,Model_262,1748000,AWD,San Andreas Super Autos,126.34,0:58.448,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
263,Lampadati,Schwartzer 4,Sports,Audi,Model_263,1752000,FWD,Legendary Motorsport,127.41,0:59.452,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
264,Karin,Buffalo 4,Sports,Toyota,Model_264,1756000,RWD,San Andreas Super Autos,122.48,0:57.456,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
265,Dinka,Dominator 4,Sports,Nissan,Model_265,1760000,AWD,Legendary Motorsport,123.55,0:58.460,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
266,Annis,Ruiner 4,Sports,BMW,Model_266,1764000,FWD,San Andreas Super Autos,124.62,0:59.464,FALSE,TRUE,TRUE,FALSE,FALSE,Performance sports car with racing heritage
267,Obey,Phoenix 4,Sports,Audi,Model_267,1768000,RWD,Legendary Motorsport,125.69,0:57.468,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
268,Pfister,Sabre Turbo 4,Sports,Toyota,Model_268,1772000,AWD,San Andreas Super Autos,126.76,0:58.472,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
269,Dewbauchee,Tornado 4,Sports,Nissan,Model_269,1776000,FWD,Legendary Motorsport,127.83,0:59.476,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
270,Grotti,Voodoo 5,Sports,BMW,Model_270,1780000,RWD,San Andreas Super Autos,122.90,0:57.480,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
271,Lampadati,Comet 5,Sports,Audi,Model_271,1784000,AWD,Legendary Motorsport,123.97,0:58.484,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
272,Karin,Carbonizzare 5,Sports,Toyota,Model_272,1788000,FWD,San Andreas Super Autos,124.04,0:59.488,FALSE,FALSE,FALSE,TRUE,FALSE,Performance sports car with racing heritage
273,Dinka,Coquette 5,Sports,Nissan,Model_273,1792000,RWD,Legendary Motorsport,125.11,0:57.492,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
274,Annis,Banshee 5,Sports,BMW,Model_274,1796000,AWD,San Andreas Super Autos,126.18,0:58.496,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
275,Obey,Alpha 5,Sports,Audi,Model_275,1800000,FWD,Legendary Motorsport,127.25,0:59.500,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
276,Pfister,Penumbra 5,Sports,Toyota,Model_276,1804000,RWD,San Andreas Super Autos,122.32,0:57.504,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
277,Dewbauchee,Schwartzer 5,Sports,Nissan,Model_277,1808000,AWD,Legendary Motorsport,123.39,0:58.508,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
278,Grotti,Buffalo 5,Sports,BMW,Model_278,1812000,FWD,San Andreas Super Autos,124.46,0:59.512,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
279,Lampadati,Dominator 5,Sports,Audi,Model_279,1816000,RWD,Legendary Motorsport,125.53,0:57.516,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
280,Karin,Ruiner 5,Sports,Toyota,Model_280,1820000,AWD,San Andreas Super Autos,126.60,0:58.520,FALSE,TRUE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
281,Dinka,Phoenix 5,Sports,Nissan,Model_281,1824000,FWD,Legendary Motorsport,127.67,0:59.524,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
282,Annis,Sabre Turbo 5,Sports,BMW,Model_282,1828000,RWD,San Andreas Super Autos,122.74,0:57.528,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
283,Obey,Tornado 5,Sports,Audi,Model_283,1832000,AWD,Legendary Motorsport,123.81,0:58.532,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
284,Pfister,Voodoo 6,Sports,Toyota,Model_284,1836000,FWD,San Andreas Super Autos,124.88,0:59.536,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
285,Dewbauchee,Comet 6,Sports,Nissan,Model_285,1840000,RWD,Legendary Motorsport,125.95,0:57.540,FALSE,FALSE,TRUE,FALSE,FALSE,Performance sports car with racing heritage
286,Grotti,Carbonizzare 6,Sports,BMW,Model_286,1844000,AWD,San Andreas Super Autos,126.02,0:58.544,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
287,Lampadati,Coquette 6,Sports,Audi,Model_287,1848000,FWD,Legendary Motorsport,127.09,0:59.548,FALSE,FALSE,FALSE,FALSE,FALSE,Performance sports car with racing heritage
